구분,,2008,,,2009,,,2010,,,2011,,,2012,,,2013,,,2014,,,2015,,,2016,,,2017,,,2018,,,2019,,,2020,,,2021,,,2022,,,2023,,,2024,,
대전,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,2.3(0.4),2.2(0.5),914,3.4(0.7),3.0(0.6),915,3.5(0.6),3.6(0.6),914,4.1(0.6),4.0(0.8),913,3.8(0.6),3.2(0.6),920,5.9(0.7),4.9(0.8),918,4.0(0.7),3.7(0.7),918,4.0(0.7),3.2(0.5)
울산,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,2.1(0.6),2.3(0.6)*,910,1.7(0.5),1.8(0.4)*,912,2.8(0.5),2.8(0.5),914,3.5(0.6),3.9(0.7),915,4.6(0.7),4.5(0.7),907,6.1(0.9),6.7(1.0),914,3.7(0.7),4.2(0.9),911,4.8(0.7),4.8(0.8)
울산,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,2.1(0.5),2.2(0.5)*,910,2.0(0.6),1.9(0.5)*,909,2.1(0.5),2.5(0.6)*,910,2.8(0.7),3.4(0.8)*,909,2.0(0.5),2.1(0.6),911,2.6(0.5),3.0(0.7),910,2.5(0.5),3.1(0.7),911,4.1(0.6),4.4(0.8)
울산,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,1.5(0.4),1.8(0.5)*,910,4.7(0.9),5.5(0.8),911,3.1(0.7),3.1(0.6),912,2.7(0.6),2.9(0.6),912,2.6(0.5),2.7(0.5),907,4.4(0.7),5.0(0.8),910,3.9(0.6),4.2(0.7),907,4.3(0.8),4.7(0.9)
울산,울주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,0.9(0.3),0.9(0.3)*,912,1.1(0.3),1.3(0.4)*,909,1.3(0.4),1.6(0.6)*,909,1.0(0.3),1.1(0.4)*,909,1.5(0.4),1.3(0.4)*,909,1.7(0.4),1.7(0.5),905,3.0(0.7),3.5(0.9),909,2.4(0.6),2.3(0.6)
울산,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,0.9(0.3),0.9(0.3)*,909,4.6(0.7),4.6(0.7),910,2.3(0.5),2.1(0.5),910,2.0(0.5),1.8(0.5),909,2.1(0.6),2.4(0.6)*,910,4.9(0.8),5.2(1.0),907,6.1(0.9),6.6(1.1),909,3.2(0.5),4.1(0.9)
세종,세종시,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,2.5(0.6),2.8(0.7),917,3.9(0.7),3.6(0.6),896,2.1(0.6),2.3(0.7)*,901,4.1(0.7),4.1(0.7),919,2.3(0.6),2.4(0.5),917,1.7(0.5),1.6(0.4)*,920,5.4(0.9),5.2(0.9),920,5.8(0.6),5.8(0.9)
경기,가평군,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,2.5(0.6),2.4(0.6),901,3.4(0.7),2.9(0.8),898,2.9(0.7),2.1(0.6),907,1.8(0.4),1.4(0.5),900,2.1(0.5),1.7(0.5),904,2.6(0.6),1.7(0.4),902,4.0(0.7),3.5(0.8),902,2.2(0.4),1.7(0.5)
경기,고양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,728",2.4(0.3),2.4(0.3),"2,718",4.0(0.5),4.1(0.4),"2,735",3.2(0.4),3.2(0.4),"2,759",2.3(0.3),2.2(0.3),"2,741",3.4(0.3),3.3(0.3),"2,747",3.9(0.4),3.8(0.4),"2,739",4.0(0.4),4.0(0.4),"2,742",3.2(0.3),3.1(0.4)
경기,고양시 덕양구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,2.3(0.6),2.4(0.5),907,5.9(1.0),6.1(0.9),921,3.1(0.5),3.3(0.6),910,2.1(0.4),2.1(0.5),910,3.6(0.5),3.4(0.5),916,4.0(0.7),4.0(0.7),913,3.1(0.5),2.8(0.5),915,2.4(0.5),2.0(0.4)
경기,고양시 일산동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,1.6(0.4),1.8(0.5)*,909,3.4(0.6),3.5(0.6),911,3.5(0.7),3.3(0.7),940,2.7(0.6),2.7(0.6),921,2.8(0.5),2.9(0.6),922,4.8(0.7),4.5(0.7),913,6.3(1.0),6.6(1.0),915,3.6(0.7),3.8(0.8)
경기,고양시 일산서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,3.2(0.7),3.0(0.6),902,1.7(0.5),1.6(0.4)*,903,3.0(0.7),2.8(0.6),909,2.0(0.5),2.1(0.5),910,3.7(0.8),3.4(0.6),909,3.0(0.7),2.8(0.6),913,3.1(0.7),3.4(0.6),912,4.3(0.6),4.2(0.8)
경기,과천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,3.7(0.8),3.6(0.7),901,2.5(0.5),2.3(0.5),914,2.2(0.5),2.2(0.5),902,3.5(0.7),3.2(0.6),897,3.8(0.7),3.8(0.8),901,3.9(0.7),4.4(0.8),901,1.8(0.6),1.9(0.5)*,901,4.3(0.8),4.2(0.8)
경기,구리시,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,2.8(0.6),2.4(0.5),914,2.2(0.5),2.0(0.5),911,1.5(0.4),1.6(0.4)*,912,1.3(0.3),1.4(0.3)*,910,3.0(0.6),3.2(0.6),906,1.0(0.3),1.0(0.4)*,910,2.6(0.6),2.8(0.6),908,2.8(0.7),3.0(0.6)
경기,김포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,2.2(0.6),1.9(0.5)*,911,4.5(0.7),4.4(0.6),909,2.8(0.7),2.8(0.6)*,908,3.8(0.6),3.9(0.7),910,4.5(0.9),4.7(0.7),914,3.5(0.8),3.2(0.6),912,2.7(0.5),2.6(0.5),913,5.0(0.6),4.9(0.7)
경기,남양주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,3.1(0.6),2.7(0.5),911,4.7(0.8),4.3(0.7),"1,797",2.2(0.4),2.0(0.4),"1,800",3.4(0.5),3.3(0.5),"1,804",2.7(0.4),2.9(0.5),"1,812",3.9(0.6),3.8(0.6),"1,811",3.0(0.4),3.0(0.5),"1,812",3.6(0.4),3.3(0.5)
경기,남양주시 남양주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,2.9(0.6),2.7(0.6),909,2.7(0.6),2.4(0.5),911,2.5(0.5),2.8(0.7),912,3.9(0.8),3.8(0.8),906,2.0(0.5),1.8(0.5)*,912,2.9(0.5),2.4(0.5)
경기,남양주시 풍양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.9(0.3),0.8(0.3)*,891,4.8(0.9),5.0(0.9),893,3.2(0.7),3.2(0.6),900,4.0(0.8),3.8(0.7),905,5.0(0.9),5.4(0.9),900,5.1(0.8),4.7(0.8)
경기,동두천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,1.6(0.4),1.2(0.4)*,905,2.7(0.5),2.1(0.5),905,1.9(0.5),1.8(0.5)*,924,1.6(0.5),1.5(0.5)*,902,4.1(0.7),3.1(0.6),904,6.4(0.9),4.8(0.8),905,2.1(0.5),2.1(0.6),905,7.8(1.3),6.7(1.0)
경기,부천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,725",3.5(0.4),3.4(0.3),"2,728",2.7(0.4),2.5(0.3),"2,717",3.6(0.4),3.5(0.4),"2,749",3.9(0.4),3.8(0.4),"2,737",4.7(0.5),5.1(0.5),"2,736",5.4(0.5),5.4(0.5),"2,742",5.5(0.6),5.8(0.6),"2,736",5.2(0.5),5.3(0.5)
경기,부천시 소사,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,2.4(0.6),2.3(0.5),908,2.5(0.6),2.5(0.6),912,3.6(0.6),3.6(0.6),911,2.9(0.6),2.6(0.5),912,4.8(0.7),5.1(0.9),910,5.4(0.9),5.1(0.8),912,5.7(0.9),6.0(0.9),910,5.5(0.8),5.6(0.9)
경기,부천시 오정,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,4.6(0.9),4.2(0.7),907,2.8(0.6),2.5(0.5),901,4.0(0.5),4.0(0.7),921,5.1(0.8),5.2(0.9),912,4.0(0.7),4.5(0.8),913,5.0(0.8),5.5(0.9),914,4.9(0.8),4.9(0.9),914,5.0(0.9),4.8(0.8)
경기,부천시 원미,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,3.7(0.5),3.7(0.6),913,2.7(0.6),2.5(0.5),904,3.5(0.7),3.2(0.6),917,4.0(0.7),4.0(0.7),913,4.8(0.7),5.3(0.8),913,5.6(0.8),5.5(0.9),916,5.7(0.9),5.8(0.9),912,5.2(0.8),5.4(0.8)
경기,양주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,1.9(0.4),1.9(0.5),911,1.6(0.5),1.6(0.5)*,905,3.1(0.6),3.3(0.8),910,1.7(0.4),1.5(0.4),911,5.1(0.7),5.0(0.8),909,4.2(0.8),4.0(0.8),910,4.1(0.7),3.6(0.8),909,3.5(0.6),3.1(0.5)
경기,양평군,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,4.0(0.7),2.9(0.5),900,5.1(0.7),3.8(0.7),897,3.7(0.6),2.6(0.6),906,1.7(0.4),2.6(0.8),902,2.6(0.6),2.9(0.8),905,3.7(0.7),4.6(1.2),906,3.9(0.7),4.8(1.2),904,3.0(0.6),2.2(0.6)
경기,여주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,6.6(0.9),5.0(0.8),907,7.3(1.0),5.5(0.9),890,6.6(0.9),4.9(0.8),891,3.8(0.7),4.0(0.9),908,3.8(0.7),4.2(0.9),907,6.0(0.9),5.4(1.1),910,6.5(0.9),6.3(1.2),911,6.7(0.8),6.5(1.1)
경기,연천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,1.5(0.4),1.3(0.5)*,894,1.5(0.4),0.9(0.3)*,898,1.4(0.4),1.2(0.4)*,895,3.7(0.7),2.8(0.8),895,3.8(0.7),4.0(1.0),895,2.4(0.6),2.3(0.8),895,2.1(0.5),2.3(0.9)*,894,5.3(0.9),5.8(1.2)
경기,의정부시,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,4.1(0.7),4.2(0.7),910,1.8(0.5),1.5(0.4)*,909,3.0(0.5),2.8(0.6),912,3.0(0.5),3.1(0.7),913,4.9(0.8),4.6(0.8),910,4.6(0.7),4.6(0.7),908,4.4(0.7),4.3(0.8),911,3.6(0.8),3.5(0.7)
경기,이천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,2.4(0.5),2.4(0.6),907,3.4(0.8),3.5(0.7),885,2.3(0.5),2.4(0.6),910,4.6(0.7),4.5(0.7),912,2.4(0.6),2.3(0.5)*,909,3.3(0.8),2.9(0.6),911,2.1(0.5),1.9(0.4),909,3.9(0.8),3.9(0.8)
경기,파주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,0.9(0.3),0.8(0.3)*,911,3.2(0.5),2.8(0.5),908,4.3(0.7),4.2(0.7),895,4.5(0.9),4.8(0.9),905,3.5(0.6),3.7(0.7),906,3.3(0.6),3.0(0.6),895,2.3(0.5),2.6(0.6),910,2.2(0.5),2.3(0.5)
경기,포천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,6.2(1.0),5.9(1.0),906,5.0(0.9),4.6(0.9),899,2.2(0.5),2.5(0.7),900,3.5(0.8),4.8(1.2),907,5.9(0.9),5.8(0.9),907,3.5(0.7),3.5(0.7),908,5.2(0.9),4.3(0.7),908,6.5(1.0),6.6(1.2)
경기,하남시,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,1.3(0.4),1.4(0.4)*,912,2.3(0.6),2.1(0.5)*,889,1.1(0.4),1.0(0.3)*,914,1.7(0.5),1.8(0.5)*,908,0.8(0.3),0.9(0.4)*,906,2.4(0.4),2.4(0.5),909,2.4(0.6),2.1(0.5),908,3.2(0.7),3.3(0.7)
경기,광명시,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,3.0(0.6),2.6(0.5),918,3.0(0.6),3.1(0.6),916,2.6(0.7),2.7(0.6),917,2.2(0.5),2.3(0.6)*,910,2.6(0.4),2.6(0.4),910,2.7(0.6),2.6(0.7),910,4.2(0.8),4.1(0.9),910,2.3(0.5),2.1(0.5)
경기,광주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,1.5(0.4),1.4(0.4)*,916,0.9(0.3),1.0(0.4)*,914,1.2(0.3),1.0(0.3)*,919,0.8(0.4),0.8(0.3)*,910,1.8(0.5),1.6(0.4)*,908,1.4(0.4),1.4(0.4)*,909,1.6(0.4),1.8(0.6),909,3.0(0.6),2.3(0.5)
경기,군포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,2.4(0.5),2.2(0.5),909,5.3(0.8),5.1(0.8),909,3.9(0.7),3.9(0.6),906,1.8(0.4),1.9(0.5),908,2.8(0.6),3.0(0.7),908,3.7(0.7),3.6(0.6),908,3.0(0.7),3.1(0.6),907,3.7(0.7),3.6(0.7)
경기,성남시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,723",3.9(0.4),4.0(0.4),"2,734",3.1(0.4),2.8(0.3),"2,728",2.2(0.3),2.2(0.3),"2,726",2.5(0.4),2.4(0.3),"2,732",2.5(0.4),2.5(0.4),"2,724",2.9(0.4),3.2(0.4),"2,705",2.7(0.4),3.0(0.4),"2,724",4.7(0.5),4.9(0.5)
경기,성남시 분당구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,3.7(0.6),3.7(0.6),910,3.5(0.6),3.3(0.5),909,2.5(0.5),2.5(0.5),908,2.9(0.6),2.8(0.6),909,2.8(0.6),2.7(0.6),906,2.9(0.6),3.2(0.7),894,3.1(0.7),3.5(0.7),907,4.9(0.8),5.3(0.8)
경기,성남시 수정구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,5.1(0.7),5.2(0.8),910,3.1(0.5),2.8(0.5),910,2.2(0.5),2.0(0.5),909,2.1(0.5),1.8(0.4),917,2.6(0.6),2.9(0.6),909,3.7(0.6),4.0(0.8),903,2.6(0.6),3.0(0.8),908,3.8(0.6),4.0(0.7)
경기,성남시 중원구,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,3.0(0.5),3.2(0.6),914,2.1(0.5),2.0(0.5)*,909,1.4(0.4),1.6(0.5)*,909,2.2(0.5),2.3(0.6),906,1.8(0.5),1.6(0.4)*,909,2.2(0.5),2.1(0.5),908,1.9(0.5),1.9(0.5),909,5.1(1.0),5.2(1.1)
경기,수원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,637",4.1(0.4),4.2(0.4),"3,644",2.9(0.3),2.9(0.3),"3,636",5.0(0.4),5.1(0.4),"3,648",3.4(0.3),3.6(0.3),"3,658",3.8(0.3),3.8(0.3),"3,639",4.0(0.4),4.3(0.4),"3,634",5.7(0.4),5.8(0.4),"3,638",4.0(0.3),4.0(0.4)
경기,수원시 권선구,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,3.9(0.7),3.9(0.7),910,3.5(0.7),3.6(0.6),910,4.2(0.7),4.4(0.7),924,4.4(0.7),4.7(0.7),921,4.9(0.7),4.9(0.7),911,4.4(0.8),4.8(0.8),908,6.6(0.8),6.5(0.8),911,5.1(0.7),5.1(0.8)
경기,수원시 영통구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,5.4(0.9),5.7(0.9),912,3.4(0.7),3.5(0.6),909,6.8(0.9),6.9(0.9),906,3.0(0.6),3.1(0.6),909,2.8(0.6),3.2(0.6),909,2.9(0.5),3.1(0.6),909,5.1(0.9),5.3(0.9),909,2.9(0.5),3.0(0.6)
경기,수원시 장안구,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,4.0(0.6),4.2(0.8),912,2.1(0.4),1.8(0.4),906,4.7(0.8),5.1(1.0),910,4.2(0.8),4.4(0.7),916,4.7(0.9),4.6(0.7),912,4.6(0.7),4.6(0.8),909,4.5(0.6),4.6(0.7),909,3.0(0.5),2.6(0.5)
경기,수원시 팔달구,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,2.4(0.6),2.5(0.6),910,1.9(0.4),1.7(0.4),911,3.4(0.8),3.2(0.6),908,0.6(0.2),0.5(0.2)*,912,2.1(0.4),2.1(0.5),907,4.5(0.7),4.7(0.8),908,6.7(0.9),6.7(1.0),909,5.4(0.8),5.6(1.0)
경기,시흥시,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,2.2(0.5),2.1(0.5),908,3.3(0.6),3.2(0.6),908,2.9(0.6),3.0(0.6),910,5.2(0.8),5.5(0.7),910,4.6(0.7),4.9(0.8),910,2.9(0.6),2.9(0.6),910,3.9(0.6),4.0(0.7),910,6.1(0.8),6.2(0.8)
경기,안산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,840",4.0(0.5),4.2(0.5),"1,821",5.3(0.5),5.5(0.6),"1,822",5.6(0.6),6.0(0.6),"1,832",5.4(0.5),5.7(0.6),"1,848",5.1(0.5),5.1(0.5),"1,819",6.7(0.6),6.9(0.7),"1,819",6.9(0.7),7.4(0.7),"1,819",5.6(0.6),5.8(0.6)
경기,안산시 단원구,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,5.5(0.8),5.7(0.8),912,4.4(0.7),4.7(0.7),909,5.3(0.7),5.9(0.8),919,5.4(0.8),5.7(0.8),928,5.0(0.7),5.0(0.7),910,5.3(0.7),5.6(0.8),909,6.2(0.8),6.6(0.9),910,4.7(0.7),4.7(0.8)
경기,안산시 상록구,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,2.7(0.6),2.8(0.6),909,6.0(0.8),6.2(0.9),913,5.8(0.9),5.9(0.9),913,5.5(0.7),5.5(0.8),920,5.1(0.8),5.1(0.8),909,7.9(0.9),8.1(1.1),910,7.5(1.0),8.0(1.1),909,6.5(0.9),6.8(1.0)
경기,안성시,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,3.9(0.7),4.3(0.7),910,2.4(0.5),2.3(0.5),905,4.3(1.0),4.2(0.8),897,6.0(0.9),6.3(1.0),907,5.6(0.9),5.6(1.0),904,9.1(1.0),8.5(1.0),880,6.5(1.0),6.1(1.0),903,7.3(0.9),7.5(1.1)
경기,안양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,820",2.9(0.4),2.9(0.4),"1,820",3.8(0.5),3.9(0.5),"1,805",2.3(0.4),2.6(0.4),"1,805",2.9(0.4),2.9(0.4),"1,813",4.3(0.5),4.3(0.5),"1,813",4.0(0.5),4.0(0.5),"1,794",2.2(0.3),2.5(0.4),"1,816",3.5(0.4),3.8(0.5)
경기,안양시 동안구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,3.0(0.6),2.8(0.5),909,3.6(0.7),3.8(0.7),909,2.2(0.5),2.5(0.6),902,2.2(0.6),2.1(0.5)*,905,4.1(0.8),4.3(0.8),914,2.8(0.5),2.9(0.6),908,1.7(0.4),1.8(0.5),906,3.5(0.6),3.7(0.7)
경기,안양시 만안구,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,2.8(0.6),3.1(0.6),911,4.1(0.7),4.1(0.7),896,2.4(0.5),2.7(0.6),903,3.8(0.5),4.0(0.7),908,4.7(0.7),4.2(0.7),899,5.5(0.9),5.4(0.9),886,2.9(0.6),3.4(0.7),910,3.6(0.6),4.0(0.8)
경기,오산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,2.6(0.6),2.8(0.6),905,4.2(0.6),4.4(0.7),907,3.0(0.6),3.2(0.6),906,3.1(0.6),3.2(0.6),904,5.4(0.8),5.6(0.9),909,3.8(0.8),3.9(0.7),908,4.2(0.7),4.1(0.6),910,5.2(0.8),5.7(0.8)
경기,용인시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,676",2.9(0.4),3.0(0.4),"2,720",2.7(0.3),2.7(0.3),"2,718",2.5(0.3),2.4(0.3),"2,715",1.8(0.3),1.8(0.3),"2,717",3.2(0.4),3.3(0.4),"2,715",2.2(0.3),2.3(0.3),"2,718",2.6(0.3),2.5(0.3),"2,723",3.3(0.3),3.0(0.3)
경기,용인시 기흥구,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,1.6(0.4),1.8(0.5),905,1.8(0.5),1.8(0.5)*,906,2.0(0.5),1.6(0.3),899,2.5(0.5),2.4(0.5),906,4.6(0.7),4.5(0.7),897,2.1(0.4),2.2(0.5),900,2.8(0.5),2.5(0.5),905,3.3(0.6),2.8(0.5)
경기,용인시 수지구,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,4.3(0.9),4.5(0.7),910,4.7(0.6),4.7(0.7),906,3.0(0.5),3.1(0.5),910,1.6(0.5),1.7(0.5)*,910,2.8(0.6),3.1(0.7),910,2.6(0.5),2.8(0.7),910,2.1(0.5),2.1(0.6)*,909,2.3(0.5),2.3(0.5)
경기,용인시 처인구,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,3.2(0.5),3.2(0.6),905,1.2(0.3),1.0(0.3)*,906,2.5(0.6),2.6(0.6),906,1.0(0.3),1.0(0.3)*,901,1.6(0.4),1.5(0.4),908,1.8(0.4),1.7(0.5),908,2.8(0.5),3.0(0.7),909,4.4(0.6),4.5(0.7)
경기,의왕시,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,3.4(0.7),3.5(0.7),912,4.2(0.7),3.8(0.6),898,3.6(0.7),3.8(0.7),908,2.8(0.6),2.8(0.6),913,2.7(0.6),2.8(0.6),910,3.7(0.7),3.7(0.7),909,3.9(0.9),3.9(0.7),910,5.4(0.9),5.7(0.9)
경기,평택시,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,832",5.2(0.6),5.3(0.7),"1,820",3.8(0.5),3.7(0.4),"1,819",3.9(0.5),3.9(0.6),"1,832",3.7(0.5),3.8(0.5),"1,828",3.6(0.5),3.6(0.5),"1,821",5.0(0.6),5.0(0.6),"1,809",5.0(0.6),5.4(0.6),"1,822",4.3(0.5),4.7(0.6)
경기,평택시 송탄,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,4.9(0.8),5.1(0.8),910,5.5(0.7),5.5(0.8),908,2.4(0.6),2.5(0.6),911,4.0(0.7),3.8(0.6),916,3.1(0.6),3.2(0.7),911,3.7(0.7),3.8(0.7),901,6.6(0.9),6.8(0.9),910,5.6(0.8),6.1(0.9)
경기,평택시 평택,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,5.4(0.8),5.4(0.9),910,2.9(0.6),2.8(0.5),911,4.7(0.8),4.6(0.8),921,3.6(0.7),3.8(0.7),912,3.9(0.6),3.8(0.7),910,5.6(0.8),5.6(0.8),908,4.2(0.8),4.7(0.8),912,3.6(0.7),3.8(0.7)
경기,화성시,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,2.2(0.5),2.2(0.5),910,2.0(0.5),1.9(0.5)*,909,3.1(0.5),3.1(0.5),916,3.9(0.8),4.1(0.7),915,2.4(0.6),2.8(0.6),"2,726",4.0(0.4),4.2(0.4),"2,712",3.9(0.4),4.0(0.4),"2,722",4.9(0.5),4.9(0.5)
경기,화성시 서부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,5.4(0.7),5.7(0.9),909,5.4(0.8),5.0(0.8),910,5.6(0.8),5.9(0.8)
경기,화성시 동탄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,2.7(0.7),2.7(0.6),907,3.3(0.5),3.3(0.6),912,4.7(0.8),5.0(0.8)
경기,화성시 동부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,3.9(0.7),4.3(0.7),896,2.5(0.5),2.6(0.5),900,4.1(0.8),4.1(0.7)
강원,강릉시,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,5.6(0.7),5.0(0.9),894,4.0(0.7),2.8(0.5),859,2.5(0.8),3.4(0.9)*,893,3.5(0.7),3.5(0.8),891,4.8(0.9),4.5(0.8),890,3.9(0.7),4.3(0.9),890,4.4(0.9),4.0(0.9),891,4.6(0.7),5.0(0.8)
강원,고성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,2.3(0.5),1.8(0.6),867,1.0(0.4),1.1(0.5)*,871,0.9(0.4),1.3(0.7)*,867,0.2(0.1),0.0(0.0)**,874,1.5(0.4),0.6(0.2)*,870,0.7(0.2),0.3(0.1)*,871,0.8(0.3),1.2(0.6)*,868,2.2(0.6),3.4(0.9)*
강원,동해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,3.7(0.8),4.5(1.0),878,2.8(0.6),3.2(0.9),881,3.3(0.7),2.8(0.6),885,1.8(0.4),1.8(0.5),885,2.2(0.5),1.6(0.4),885,3.5(0.7),3.0(0.7),886,2.8(0.6),2.3(0.7),886,2.3(0.6),1.7(0.5)
강원,삼척시,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,2.4(0.7),2.0(0.6)*,874,4.2(0.9),5.1(1.2),885,3.1(0.7),2.6(0.7),883,5.3(0.9),5.5(1.1),884,4.4(0.8),4.2(1.0),884,3.5(0.8),3.1(0.8),884,3.4(0.6),3.3(0.8),883,3.0(0.6),2.8(0.8)
강원,속초시,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,0.3(0.1),0.1(0.1)**,891,1.0(0.3),0.8(0.3)*,885,0.4(0.2),0.5(0.4)**,887,0.7(0.3),0.7(0.3)*,889,0.3(0.2),0.5(0.3)**,885,1.9(0.5),2.1(0.6)*,885,2.1(0.6),2.0(0.6)*,885,3.4(0.7),3.4(0.8)
